"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RSRP1",1053.62976674718,0.233098950625138,0.209998482403591,1.11000302457973,0.266997723146906,0.835270300748214
"RSU1",497.606275386398,-0.0352550908180406,0.218137993256752,-0.161618296252248,0.871606448411604,0.985404484055809
"RTCA",238.600390185435,0.560847520387903,0.191629607250828,2.92672686874423,0.00342549566742099,0.371596016274702
"RTCB",466.025581459868,-0.26951397286988,0.141658890924315,-1.90255599991868,0.0570985051308884,0.662292840618251
"RTEL1",382.427080458607,-0.212519256100545,0.208001878584022,-1.02171796498798,0.306914405816293,0.848391950770032
"RTEL1-TNFRSF6B",138.761868018942,0.149966904287449,0.321081561785141,0.467067942032132,0.640451269341096,0.941836798570167
"RTF1",791.065351408705,0.137965977794595,0.197854285948239,0.697311039451976,0.485608160855636,0.908013994572052
"RTFDC1",529.394936698397,0.152861922357207,0.195314141475859,0.782646464829074,0.433834747832869,0.897228747727393
"RTKN",163.690643948833,-0.196011565447481,0.345171890036181,-0.567866535791586,0.570125596361157,0.925096831713904
"RTKN2",80.1326088354532,0.029144116846333,0.488843813043721,0.0596184631342086,0.952459513069811,0.993582416837449
"RTN1",148.440981510262,-1.01713301953233,0.351605773058177,-2.89282229550888,0.00381797244211314,0.371596016274702
"RTN2",42.7771717369087,-0.783970640967872,0.391968855358004,-2.00008401241939,0.0454911928350285,0.637817896783538
"RTN3",973.093184372756,0.028608226999487,0.194863425393063,0.146811680754255,0.883280664682526,0.987333530412972
"RTN4",2846.44448887978,0.312093313725082,0.200086453116052,1.55979232409135,0.118808965987143,0.737224075427855
"RTN4IP1",40.8703109709782,-0.325676670555169,0.432613127236983,-0.752812732787846,0.451562454298836,0.900492902883094
"RTN4R",48.5837297815584,-0.13726539446783,0.803492457529462,-0.170835946475324,0.86435276333893,0.985278539501631
"RTTN",971.608888252193,0.153513413856814,0.23330891271258,0.657983495238055,0.51054873674242,0.91123849316593
"RUFY1",524.791340383603,-0.0094245381194198,0.117388701937103,-0.0802848823089421,0.936010681568706,0.990902088838983
"RUFY2",494.512729725844,0.0979089389300376,0.20498232256434,0.4776457682067,0.632902349648419,0.939455756936159
"RUFY3",944.713986519864,-0.0291634438877194,0.209060080724358,-0.139497907906058,0.889056709026148,0.987416711442264
"RUNDC1",229.129327603707,-0.241391399671184,0.294698068608978,-0.819114291486841,0.412721208764782,0.890724222312954
"RUNX1",1697.24228500613,-0.0406615467615423,0.423973430490664,-0.0959058842779009,0.923595321148114,0.990640363947461
"RUNX1T1",588.490041336262,-0.505097947052941,0.284004409200108,-1.77848628644723,0.0753240222691213,0.684677997942839
"RUNX2",435.663148954514,-0.122145794652384,0.346353348646607,-0.352662375373804,0.724341569328819,0.95759999396704
"RUNX3",30.6479390319583,0.00111032664910207,0.690739139017973,0.00160744713363228,0.998717443302098,0.999746050402749
"RUSC1",174.916543634899,0.184991927102343,0.269141236872152,0.68734144664059,0.49186758642838,0.909271270413201
"RUSC1-AS1",54.5769010082806,-0.0495939035973644,0.340804068715581,-0.145520280272103,0.88430010483551,0.987416711442264
"RUSC2",488.983594907928,-0.124442282345459,0.218189808571251,-0.570339573421558,0.568447405178442,0.925096831713904
"RUVBL1",215.708222448755,-0.181797602286859,0.249421411635528,-0.728877288821198,0.466076728377229,0.901922480491753
"RUVBL2",277.066288758814,-0.415875790145789,0.348826622809196,-1.19221344631504,0.233177562359568,0.822931335578812
"RWDD1",543.970968808803,0.396954611734742,0.28420483291296,1.39672013197718,0.162497747786984,0.777661480579011
"RWDD2A",43.0539939199233,0.230409996480217,0.246745072468429,0.933797762099983,0.350408224127602,0.872122862065993
"RWDD2B",95.1820216838432,-0.137411555676526,0.27511465243644,-0.499470146208486,0.617448213155668,0.934379574799905
"RWDD3",61.8136764541944,0.483248422810551,0.500106057113971,0.96629188136472,0.333898147382656,0.864772276005984
"RWDD4",141.696930057338,0.126128730850998,0.284138158982901,0.443899303432132,0.657115388189752,0.94304336161422
